Value,Lower Confidence Interval,Upper Confidence Interval,Publication Status,AreaKey,PeriodKey,MetricTypeKey,Sex,Age
0.0000,,,,E47000007,2019,Hydro (MWh),,
0.0000,,,,E47000007,2019,Offshore Wind (MWh),,
0.0000,,,,E47000007,2019,Wave/Tidal (MWh),,
0.0000,,,,E47000007,2019,Animal Biomass (MWh),,
0.0000,,,,E47000007,2019,Cofiring (MWh),,
0.0000,,,,,2020,Wave/Tidal (MWh),,
0.0000,,,,,2020,Cofiring (MWh),,
0.0000,,,,,2019,Wave/Tidal (MWh),,
0.0000,,,,,2019,Cofiring (MWh),,
0.0000,,,,E47000007,2018,Hydro (MWh),,
0.0000,,,,E47000007,2018,Offshore Wind (MWh),,
0.0000,,,,E47000007,2018,Wave/Tidal (MWh),,
0.0000,,,,E47000007,2018,Animal Biomass (MWh),,
0.0000,,,,E47000007,2018,Cofiring (MWh),,
0.0000,,,,,2018,Wave/Tidal (MWh),,
0.0000,,,,,2018,Cofiring (MWh),,
0.0000,,,,E47000007,2017,Hydro (MWh),,
0.0000,,,,E47000007,2017,Offshore Wind (MWh),,
0.0000,,,,E47000007,2017,Wave/Tidal (MWh),,
0.0000,,,,E47000007,2017,Animal Biomass (MWh),,
0.0000,,,,E47000007,2017,Cofiring (MWh),,
0.0000,,,,,2017,Wave/Tidal (MWh),,
0.0000,,,,E47000007,2016,Hydro (MWh),,
0.0000,,,,E47000007,2016,Offshore Wind (MWh),,
0.0000,,,,E47000007,2016,Wave/Tidal (MWh),,
0.0000,,,,E47000007,2016,Animal Biomass (MWh),,
0.0000,,,,E47000007,2016,Cofiring (MWh),,
0.0000,,,,,2016,Wave/Tidal (MWh),,
0.0000,,,,E47000007,2015,Hydro (MWh),,
0.0000,,,,E47000007,2015,Offshore Wind (MWh),,
0.0000,,,,E47000007,2015,Wave/Tidal (MWh),,
0.0000,,,,E47000007,2015,Municipal Solid Waste (MWh),,
0.0000,,,,E47000007,2015,Animal Biomass (MWh),,
0.0000,,,,E47000007,2015,Cofiring (MWh),,
0.0000,,,,,2015,Wave/Tidal (MWh),,
0.0000,,,,E47000007,2014,Hydro (MWh),,
0.0000,,,,E47000007,2014,Offshore Wind (MWh),,
0.0000,,,,E47000007,2014,Wave/Tidal (MWh),,
0.0000,,,,E47000007,2014,Municipal Solid Waste (MWh),,
0.0000,,,,E47000007,2014,Animal Biomass (MWh),,
0.0000,,,,E47000007,2014,Cofiring (MWh),,
3629.7765,,,,E47000007,2005,Industry emissions (kt CO2),,
2342.8085,,,,E47000007,2005,Commercial emissions,,
1169.5048,,,,E47000007,2005,Public Sector emissions,,
6078.8962,,,,E47000007,2005,Domestic emissions,,
4651.4432,,,,E47000007,2005,Transport emissions,,
-1.4915,,,,E47000007,2005,LULUCF Net Emissions,,
17870.9377,,,,E47000007,2005,Grand Total Emissions,,
2611.8630,,,,E47000007,2005,Population ('000s) MYE,,
6.8422,,,,E47000007,2005,Per Capita Emissions (t),,
901.6395,,,,E47000007,2005,Area (km2),,
19.8205,,,,E47000007,2005,Emissions per km2 (kt),,
3646.8323,,,,E47000007,2006,Industry emissions (kt CO2),,
2381.5429,,,,E47000007,2006,Commercial emissions,,
1131.3435,,,,E47000007,2006,Public Sector emissions,,
6103.9548,,,,E47000007,2006,Domestic emissions,,
4522.8052,,,,E47000007,2006,Transport emissions,,
-4.4164,,,,E47000007,2006,LULUCF Net Emissions,,
17782.0623,,,,E47000007,2006,Grand Total Emissions,,
2626.0280,,,,E47000007,2006,Population ('000s) MYE,,
6.7715,,,,E47000007,2006,Per Capita Emissions (t),,
901.6395,,,,E47000007,2006,Area (km2),,
19.7219,,,,E47000007,2006,Emissions per km2 (kt),,
3480.1417,,,,E47000007,2007,Industry emissions (kt CO2),,
2231.0314,,,,E47000007,2007,Commercial emissions,,
1060.2368,,,,E47000007,2007,Public Sector emissions,,
5888.5972,,,,E47000007,2007,Domestic emissions,,
4573.0458,,,,E47000007,2007,Transport emissions,,
-6.5805,,,,E47000007,2007,LULUCF Net Emissions,,
17226.4723,,,,E47000007,2007,Grand Total Emissions,,
2641.7580,,,,E47000007,2007,Population ('000s) MYE,,
6.5208,,,,E47000007,2007,Per Capita Emissions (t),,
901.6395,,,,E47000007,2007,Area (km2),,
19.1057,,,,E47000007,2007,Emissions per km2 (kt),,
3353.1515,,,,E47000007,2008,Industry emissions (kt CO2),,
2189.0744,,,,E47000007,2008,Commercial emissions,,
1032.5796,,,,E47000007,2008,Public Sector emissions,,
5887.3384,,,,E47000007,2008,Domestic emissions,,
4347.9313,,,,E47000007,2008,Transport emissions,,
-8.7169,,,,E47000007,2008,LULUCF Net Emissions,,
16801.3583,,,,E47000007,2008,Grand Total Emissions,,
2666.0620,,,,E47000007,2008,Population ('000s) MYE,,
6.3019,,,,E47000007,2008,Per Capita Emissions (t),,
901.6395,,,,E47000007,2008,Area (km2),,
18.6342,,,,E47000007,2008,Emissions per km2 (kt),,
2688.4605,,,,E47000007,2009,Industry emissions (kt CO2),,
1813.5023,,,,E47000007,2009,Commercial emissions,,
872.1855,,,,E47000007,2009,Public Sector emissions,,
5314.1744,,,,E47000007,2009,Domestic emissions,,
4200.7757,,,,E47000007,2009,Transport emissions,,
-10.1804,,,,E47000007,2009,LULUCF Net Emissions,,
14878.9180,,,,E47000007,2009,Grand Total Emissions,,
2687.1160,,,,E47000007,2009,Population ('000s) MYE,,
5.5371,,,,E47000007,2009,Per Capita Emissions (t),,
901.6395,,,,E47000007,2009,Area (km2),,
16.5021,,,,E47000007,2009,Emissions per km2 (kt),,
2872.5963,,,,E47000007,2010,Industry emissions (kt CO2),,
1940.7356,,,,E47000007,2010,Commercial emissions,,
944.9709,,,,E47000007,2010,Public Sector emissions,,
5662.7940,,,,E47000007,2010,Domestic emissions,,
4176.9796,,,,E47000007,2010,Transport emissions,,
-11.8459,,,,E47000007,2010,LULUCF Net Emissions,,
15586.2304,,,,E47000007,2010,Grand Total Emissions,,
2711.9380,,,,E47000007,2010,Population ('000s) MYE,,
5.7473,,,,E47000007,2010,Per Capita Emissions (t),,
901.6395,,,,E47000007,2010,Area (km2),,
17.2865,,,,E47000007,2010,Emissions per km2 (kt),,
2609.2488,,,,E47000007,2011,Industry emissions (kt CO2),,
1799.6183,,,,E47000007,2011,Commercial emissions,,
835.3655,,,,E47000007,2011,Public Sector emissions,,
4977.6646,,,,E47000007,2011,Domestic emissions,,
4157.4397,,,,E47000007,2011,Transport emissions,,
-13.4974,,,,E47000007,2011,LULUCF Net Emissions,,
14365.8396,,,,E47000007,2011,Grand Total Emissions,,
2739.7330,,,,E47000007,2011,Population ('000s) MYE,,
5.2435,,,,E47000007,2011,Per Capita Emissions (t),,
901.6395,,,,E47000007,2011,Area (km2),,
15.9330,,,,E47000007,2011,Emissions per km2 (kt),,
2685.1492,,,,E47000007,2012,Industry emissions (kt CO2),,
2024.3919,,,,E47000007,2012,Commercial emissions,,
948.2590,,,,E47000007,2012,Public Sector emissions,,
5331.9637,,,,E47000007,2012,Domestic emissions,,
4132.5845,,,,E47000007,2012,Transport emissions,,
-15.0002,,,,E47000007,2012,LULUCF Net Emissions,,
15107.3481,,,,E47000007,2012,Grand Total Emissions,,
2761.8870,,,,E47000007,2012,Population ('000s) MYE,,
5.4699,,,,E47000007,2012,Per Capita Emissions (t),,
901.6395,,,,E47000007,2012,Area (km2),,
16.7554,,,,E47000007,2012,Emissions per km2 (kt),,
2665.5925,,,,E47000007,2013,Industry emissions (kt CO2),,
1880.3615,,,,E47000007,2013,Commercial emissions,,
906.6082,,,,E47000007,2013,Public Sector emissions,,
5207.7242,,,,E47000007,2013,Domestic emissions,,
4077.9639,,,,E47000007,2013,Transport emissions,,
-17.1342,,,,E47000007,2013,LULUCF Net Emissions,,
14721.1161,,,,E47000007,2013,Grand Total Emissions,,
2781.7530,,,,E47000007,2013,Population ('000s) MYE,,
5.2920,,,,E47000007,2013,Per Capita Emissions (t),,
901.6395,,,,E47000007,2013,Area (km2),,
16.3271,,,,E47000007,2013,Emissions per km2 (kt),,
2324.5087,,,,E47000007,2014,Industry emissions (kt CO2),,
1575.4387,,,,E47000007,2014,Commercial emissions,,
742.2522,,,,E47000007,2014,Public Sector emissions,,
4386.4153,,,,E47000007,2014,Domestic emissions,,
4217.8888,,,,E47000007,2014,Transport emissions,,
-17.9476,,,,E47000007,2014,LULUCF Net Emissions,,
13228.5561,,,,E47000007,2014,Grand Total Emissions,,
2805.8910,,,,E47000007,2014,Population ('000s) MYE,,
4.7146,,,,E47000007,2014,Per Capita Emissions (t),,
901.6395,,,,E47000007,2014,Area (km2),,
14.6717,,,,E47000007,2014,Emissions per km2 (kt),,
2272.0036,,,,E47000007,2015,Industry emissions (kt CO2),,
1396.0436,,,,E47000007,2015,Commercial emissions,,
762.2813,,,,E47000007,2015,Public Sector emissions,,
4257.0422,,,,E47000007,2015,Domestic emissions,,
4246.4945,,,,E47000007,2015,Transport emissions,,
-19.8593,,,,E47000007,2015,LULUCF Net Emissions,,
12914.0059,,,,E47000007,2015,Grand Total Emissions,,
2834.4900,,,,E47000007,2015,Population ('000s) MYE,,
4.5560,,,,E47000007,2015,Per Capita Emissions (t),,
901.6395,,,,E47000007,2015,Area (km2),,
14.3228,,,,E47000007,2015,Emissions per km2 (kt),,
1993.0895,,,,E47000007,2016,Industry emissions (kt CO2),,
1182.1798,,,,E47000007,2016,Commercial emissions,,
713.6475,,,,E47000007,2016,Public Sector emissions,,
4078.5219,,,,E47000007,2016,Domestic emissions,,
4298.7519,,,,E47000007,2016,Transport emissions,,
-20.1998,,,,E47000007,2016,LULUCF Net Emissions,,
12245.9909,,,,E47000007,2016,Grand Total Emissions,,
2870.5510,,,,E47000007,2016,Population ('000s) MYE,,
4.2661,,,,E47000007,2016,Per Capita Emissions (t),,
901.6395,,,,E47000007,2016,Area (km2),,
13.5819,,,,E47000007,2016,Emissions per km2 (kt),,
1855.5354,,,,E47000007,2017,Industry emissions (kt CO2),,
1197.6418,,,,E47000007,2017,Commercial emissions,,
602.2505,,,,E47000007,2017,Public Sector emissions,,
3838.7234,,,,E47000007,2017,Domestic emissions,,
4290.4689,,,,E47000007,2017,Transport emissions,,
-22.1774,,,,E47000007,2017,LULUCF Net Emissions,,
11762.4426,,,,E47000007,2017,Grand Total Emissions,,
2897.3030,,,,E47000007,2017,Population ('000s) MYE,,
4.0598,,,,E47000007,2017,Per Capita Emissions (t),,
901.6395,,,,E47000007,2017,Area (km2),,
13.0456,,,,E47000007,2017,Emissions per km2 (kt),,
1794.3981,,,,E47000007,2018,Industry emissions (kt CO2),,
1170.6891,,,,E47000007,2018,Commercial emissions,,
596.4084,,,,E47000007,2018,Public Sector emissions,,
3849.6184,,,,E47000007,2018,Domestic emissions,,
4247.3616,,,,E47000007,2018,Transport emissions,,
-23.2824,,,,E47000007,2018,LULUCF Net Emissions,,
11635.1932,,,,E47000007,2018,Grand Total Emissions,,
2916.4580,,,,E47000007,2018,Population ('000s) MYE,,
3.9895,,,,E47000007,2018,Per Capita Emissions (t),,
901.6395,,,,E47000007,2018,Area (km2),,
12.9045,,,,E47000007,2018,Emissions per km2 (kt),,
1562.1871,,,,E47000007,2019,Industry emissions (kt CO2),,
1094.7298,,,,E47000007,2019,Commercial emissions,,
572.2969,,,,E47000007,2019,Public Sector emissions,,
3751.1297,,,,E47000007,2019,Domestic emissions,,
4152.3650,,,,E47000007,2019,Transport emissions,,
-23.9589,,,,E47000007,2019,LULUCF Net Emissions,,
11108.7497,,,,E47000007,2019,Grand Total Emissions,,
2928.5920,,,,E47000007,2019,Population ('000s) MYE,,
3.7932,,,,E47000007,2019,Per Capita Emissions (t),,
901.6395,,,,E47000007,2019,Area (km2),,
12.3206,,,,E47000007,2019,Emissions per km2 (kt),,
1115764.0000,,,,E47000007,2020,Estimated number of households,,
97967.4550,,,,E47000007,2020,Photovoltaics (MWh),,
25.8100,,,,E47000007,2020,Onshore Wind (MWh),,
4906.2130,,,,E47000007,2020,Anaerobic Digestion (MWh),,
31980.0000,,,,E47000007,2020,Sewage Gas (MWh),,
25245.0000,,,,E47000007,2020,Landfill Gas (MWh),,
32372.9420,,,,E47000007,2020,Municipal Solid Waste (MWh),,
7514.2270,,,,E47000007,2020,Plant Biomass (MWh),,
200011.6470,,,,E47000007,2020,Total renewables (MWh),,
9671.4669,,,,E47000007,2020,Consumption GwH,,
200.0116,,,,E47000007,2020,Generation GwH,,
-9471.4552,,,,E47000007,2020,Difference between consumption and generation,,
0.0207,,,,E47000007,2020,Total Renewable Generation (%),,
1115764.0000,,,,E47000007,2019,Estimated number of households,,
89719.8660,,,,E47000007,2019,Photovoltaics (MWh),,
20.7480,,,,E47000007,2019,Onshore Wind (MWh),,
4906.2130,,,,E47000007,2019,Anaerobic Digestion (MWh),,
40417.0000,,,,E47000007,2019,Sewage Gas (MWh),,
23879.9830,,,,E47000007,2019,Landfill Gas (MWh),,
22067.9350,,,,E47000007,2019,Municipal Solid Waste (MWh),,
5999.9870,,,,E47000007,2019,Plant Biomass (MWh),,
187011.7340,,,,E47000007,2019,Total renewables (MWh),,
10398.2349,,,,E47000007,2019,Consumption GwH,,
187.0117,,,,E47000007,2019,Generation GwH,,
-10211.2232,,,,E47000007,2019,Difference between consumption and generation,,
0.0180,,,,E47000007,2019,Total Renewable Generation (%),,
1115764.0000,,,,E47000007,2018,Estimated number of households,,
91027.6680,,,,E47000007,2018,Photovoltaics (MWh),,
19.8370,,,,E47000007,2018,Onshore Wind (MWh),,
4906.2130,,,,E47000007,2018,Anaerobic Digestion (MWh),,
44399.2000,,,,E47000007,2018,Sewage Gas (MWh),,
28094.4950,,,,E47000007,2018,Landfill Gas (MWh),,
27279.4120,,,,E47000007,2018,Municipal Solid Waste (MWh),,
5409.8140,,,,E47000007,2018,Plant Biomass (MWh),,
201136.6390,,,,E47000007,2018,Total renewables (MWh),,
10626.5860,,,,E47000007,2018,Consumption GwH,,
201.1366,,,,E47000007,2018,Generation GwH,,
-10425.4494,,,,E47000007,2018,Difference between consumption and generation,,
0.0189,,,,E47000007,2018,Total Renewable Generation (%),,
1115764.0000,,,,E47000007,2017,Estimated number of households,,
81721.7650,,,,E47000007,2017,Photovoltaics (MWh),,
21.1240,,,,E47000007,2017,Onshore Wind (MWh),,
4906.2130,,,,E47000007,2017,Anaerobic Digestion (MWh),,
49512.0000,,,,E47000007,2017,Sewage Gas (MWh),,
29953.0000,,,,E47000007,2017,Landfill Gas (MWh),,
23424.5530,,,,E47000007,2017,Municipal Solid Waste (MWh),,
1739.1800,,,,E47000007,2017,Plant Biomass (MWh),,
191277.8350,,,,E47000007,2017,Total renewables (MWh),,
10774.8259,,,,E47000007,2017,Consumption GwH,,
191.2778,,,,E47000007,2017,Generation GwH,,
-10583.5480,,,,E47000007,2017,Difference between consumption and generation,,
0.0178,,,,E47000007,2017,Total Renewable Generation (%),,
1115764.0000,,,,E47000007,2016,Estimated number of households,,
77881.1500,,,,E47000007,2016,Photovoltaics (MWh),,
18.9000,,,,E47000007,2016,Onshore Wind (MWh),,
4919.6550,,,,E47000007,2016,Anaerobic Digestion (MWh),,
88205.8640,,,,E47000007,2016,Sewage Gas (MWh),,
31098.0000,,,,E47000007,2016,Landfill Gas (MWh),,
18569.1960,,,,E47000007,2016,Municipal Solid Waste (MWh),,
879.2450,,,,E47000007,2016,Plant Biomass (MWh),,
221572.0090,,,,E47000007,2016,Total renewables (MWh),,
10694.8607,,,,E47000007,2016,Consumption GwH,,
221.5720,,,,E47000007,2016,Generation GwH,,
-10473.2887,,,,E47000007,2016,Difference between consumption and generation,,
0.0207,,,,E47000007,2016,Total Renewable Generation (%),,
1115764.0000,,,,E47000007,2015,Estimated number of households,,
63919.1490,,,,E47000007,2015,Photovoltaics (MWh),,
23.7850,,,,E47000007,2015,Onshore Wind (MWh),,
4906.2130,,,,E47000007,2015,Anaerobic Digestion (MWh),,
51585.1920,,,,E47000007,2015,Sewage Gas (MWh),,
32568.0000,,,,E47000007,2015,Landfill Gas (MWh),,
7319.9840,,,,E47000007,2015,Plant Biomass (MWh),,
160322.3230,,,,E47000007,2015,Total renewables (MWh),,
11022.0366,,,,E47000007,2015,Consumption GwH,,
160.3223,,,,E47000007,2015,Generation GwH,,
-10861.7143,,,,E47000007,2015,Difference between consumption and generation,,
0.0145,,,,E47000007,2015,Total Renewable Generation (%),,
1115764.0000,,,,E47000007,2014,Estimated number of households,,
46667.2360,,,,E47000007,2014,Photovoltaics (MWh),,
17.9780,,,,E47000007,2014,Onshore Wind (MWh),,
4906.2130,,,,E47000007,2014,Anaerobic Digestion (MWh),,
64950.0000,,,,E47000007,2014,Sewage Gas (MWh),,
35623.0000,,,,E47000007,2014,Landfill Gas (MWh),,
689.0000,,,,E47000007,2014,Plant Biomass (MWh),,
152853.4280,,,,E47000007,2014,Total renewables (MWh),,
11001.2492,,,,E47000007,2014,Consumption GwH,,
152.8534,,,,E47000007,2014,Generation GwH,,
-10848.3957,,,,E47000007,2014,Difference between consumption and generation,,
0.0139,,,,E47000007,2014,Total Renewable Generation (%),,
1162388.0000,,,,E47000007,2019,Number of households,,
226416.0000,,,,E47000007,2019,Number of households in fuel poverty,,
19.4785,,,,E47000007,2019,Proportion of households fuel poor (%),,
1173324.0000,,,,E47000007,2020,Number of households,,
235512.0000,,,,E47000007,2020,Number of households in fuel poverty,,
20.0722,,,,E47000007,2020,Proportion of households fuel poor (%),,
23661751.0000,,,,,2019,Number of households,,
3175979.0000,,,,,2019,Number of households in fuel poverty,,
13.4224,,,,,2019,Proportion of households fuel poor (%),,
23868877.0000,,,,,2020,Number of households,,
3158206.0000,,,,,2020,Number of households in fuel poverty,,
13.2315,,,,,2020,Proportion of households fuel poor (%),,
22449098.0000,,,,,2020,Estimated number of households,,
11262560.8430,,,,,2020,Photovoltaics (MWh),,
8239892.6460,,,,,2020,Onshore Wind (MWh),,
153854.2490,,,,,2020,Hydro (MWh),,
2077344.3550,,,,,2020,Anaerobic Digestion (MWh),,
21704197.0390,,,,,2020,Offshore Wind (MWh),,
980332.2150,,,,,2020,Sewage Gas (MWh),,
2908021.3240,,,,,2020,Landfill Gas (MWh),,
197078.1000,,,,,2020,Municipal Solid Waste (MWh),,
527141.7000,,,,,2020,Animal Biomass (MWh),,
14851647.8040,,,,,2020,Plant Biomass (MWh),,
62902070.2800,,,,,2020,Total renewables (MWh),,
219924.9354,,,,,2020,Consumption GwH,,
62902.0703,,,,,2020,Generation GwH,,
-157022.8652,,,,,2020,Difference between consumption and generation,,
0.2860,,,,,2020,Total Renewable Generation (%),,
22449098.0000,,,,,2019,Estimated number of households,,
10746266.3280,,,,,2019,Photovoltaics (MWh),,
6997879.9270,,,,,2019,Onshore Wind (MWh),,
127966.2480,,,,,2019,Hydro (MWh),,
2098980.6870,,,,,2019,Anaerobic Digestion (MWh),,
18940170.4660,,,,,2019,Offshore Wind (MWh),,
966639.3870,,,,,2019,Sewage Gas (MWh),,
3026716.8350,,,,,2019,Landfill Gas (MWh),,
400882.7840,,,,,2019,Municipal Solid Waste (MWh),,
539097.4710,,,,,2019,Animal Biomass (MWh),,
14008593.5970,,,,,2019,Plant Biomass (MWh),,
57853193.7280,,,,,2019,Total renewables (MWh),,
230140.3369,,,,,2019,Consumption GwH,,
57853.1937,,,,,2019,Generation GwH,,
-172287.1432,,,,,2019,Difference between consumption and generation,,
0.2514,,,,,2019,Total Renewable Generation (%),,
22449098.0000,,,,,2018,Estimated number of households,,
10849677.1220,,,,,2018,Photovoltaics (MWh),,
6929165.9500,,,,,2018,Onshore Wind (MWh),,
125919.2730,,,,,2018,Hydro (MWh),,
2066768.1240,,,,,2018,Anaerobic Digestion (MWh),,
18512773.3500,,,,,2018,Offshore Wind (MWh),,
909269.7280,,,,,2018,Sewage Gas (MWh),,
3283759.0610,,,,,2018,Landfill Gas (MWh),,
279019.1490,,,,,2018,Municipal Solid Waste (MWh),,
512958.1040,,,,,2018,Animal Biomass (MWh),,
12742789.3080,,,,,2018,Plant Biomass (MWh),,
56212099.1770,,,,,2018,Total renewables (MWh),,
233726.4612,,,,,2018,Consumption GwH,,
56212.0992,,,,,2018,Generation GwH,,
-177514.3620,,,,,2018,Difference between consumption and generation,,
0.2405,,,,,2018,Total Renewable Generation (%),,
22449098.0000,,,,,2017,Estimated number of households,,
10077062.6380,,,,,2017,Photovoltaics (MWh),,
7197454.9510,,,,,2017,Onshore Wind (MWh),,
118653.0770,,,,,2017,Hydro (MWh),,
1945954.1470,,,,,2017,Anaerobic Digestion (MWh),,
16070105.1250,,,,,2017,Offshore Wind (MWh),,
850761.9330,,,,,2017,Sewage Gas (MWh),,
3463596.1600,,,,,2017,Landfill Gas (MWh),,
160251.0530,,,,,2017,Municipal Solid Waste (MWh),,
525179.1480,,,,,2017,Animal Biomass (MWh),,
12033067.8500,,,,,2017,Plant Biomass (MWh),,
22621.0000,,,,,2017,Cofiring (MWh),,
52464707.0900,,,,,2017,Total renewables (MWh),,
236149.0342,,,,,2017,Consumption GwH,,
52464.7071,,,,,2017,Generation GwH,,
-183684.3271,,,,,2017,Difference between consumption and generation,,
0.2222,,,,,2017,Total Renewable Generation (%),,
22449098.0000,,,,,2016,Estimated number of households,,
9253486.4950,,,,,2016,Photovoltaics (MWh),,
5669160.2150,,,,,2016,Onshore Wind (MWh),,
104185.5440,,,,,2016,Hydro (MWh),,
1690626.9020,,,,,2016,Anaerobic Digestion (MWh),,
14066609.4360,,,,,2016,Offshore Wind (MWh),,
846066.8970,,,,,2016,Sewage Gas (MWh),,
3808556.9680,,,,,2016,Landfill Gas (MWh),,
113651.0430,,,,,2016,Municipal Solid Waste (MWh),,
531239.0410,,,,,2016,Animal Biomass (MWh),,
10247888.7530,,,,,2016,Plant Biomass (MWh),,
57207.5000,,,,,2016,Cofiring (MWh),,
46388678.7660,,,,,2016,Total renewables (MWh),,
234815.8915,,,,,2016,Consumption GwH,,
46388.6788,,,,,2016,Generation GwH,,
-188427.2128,,,,,2016,Difference between consumption and generation,,
0.1976,,,,,2016,Total Renewable Generation (%),,
22449098.0000,,,,,2015,Estimated number of households,,
6653118.3990,,,,,2015,Photovoltaics (MWh),,
6026423.8950,,,,,2015,Onshore Wind (MWh),,
99409.7830,,,,,2015,Hydro (MWh),,
1239381.3690,,,,,2015,Anaerobic Digestion (MWh),,
14951865.9120,,,,,2015,Offshore Wind (MWh),,
774805.9050,,,,,2015,Sewage Gas (MWh),,
4106374.1370,,,,,2015,Landfill Gas (MWh),,
489455.2970,,,,,2015,Municipal Solid Waste (MWh),,
527940.0010,,,,,2015,Animal Biomass (MWh),,
15359865.9330,,,,,2015,Plant Biomass (MWh),,
100938.4380,,,,,2015,Cofiring (MWh),,
50329579.0870,,,,,2015,Total renewables (MWh),,
241088.8622,,,,,2015,Consumption GwH,,
50329.5791,,,,,2015,Generation GwH,,
-190759.2831,,,,,2015,Difference between consumption and generation,,
0.2088,,,,,2015,Total Renewable Generation (%),,
22449098.0000,,,,,2014,Estimated number of households,,
3520882.7240,,,,,2014,Photovoltaics (MWh),,
4611578.8240,,,,,2014,Onshore Wind (MWh),,
94388.8980,,,,,2014,Hydro (MWh),,
805036.7610,,,,,2014,Anaerobic Digestion (MWh),,
11892676.6670,,,,,2014,Offshore Wind (MWh),,
59.4810,,,,,2014,Wave/Tidal (MWh),,
757266.7810,,,,,2014,Sewage Gas (MWh),,
4228776.1650,,,,,2014,Landfill Gas (MWh),,
168493.1370,,,,,2014,Municipal Solid Waste (MWh),,
504223.5000,,,,,2014,Animal Biomass (MWh),,
10711085.3680,,,,,2014,Plant Biomass (MWh),,
39782.8370,,,,,2014,Cofiring (MWh),,
37334251.1360,,,,,2014,Total renewables (MWh),,
244136.8273,,,,,2014,Consumption GwH,,
37334.2511,,,,,2014,Generation GwH,,
-206802.5762,,,,,2014,Difference between consumption and generation,,
0.1529,,,,,2014,Total Renewable Generation (%),,
113800.1526,,,,,2005,Industry emissions (kt CO2),,
58080.3724,,,,,2005,Commercial emissions,,
20085.5549,,,,,2005,Public Sector emissions,,
126249.8714,,,,,2005,Domestic emissions,,
114609.8076,,,,,2005,Transport emissions,,
1721.4995,,,,,2005,LULUCF Net Emissions,,
434547.2582,,,,,2005,Grand Total Emissions,,
50606.0340,,,,,2005,Population ('000s) MYE,,
8.5869,,,,,2005,Per Capita Emissions (t),,
132929.0969,,,,,2005,Area (km2),,
3.2690,,,,,2005,Emissions per km2 (kt),,
112094.9695,,,,,2006,Industry emissions (kt CO2),,
59772.8289,,,,,2006,Commercial emissions,,
19774.3694,,,,,2006,Public Sector emissions,,
126027.7645,,,,,2006,Domestic emissions,,
113665.5448,,,,,2006,Transport emissions,,
1323.1088,,,,,2006,LULUCF Net Emissions,,
432658.5859,,,,,2006,Grand Total Emissions,,
50965.1860,,,,,2006,Population ('000s) MYE,,
8.4893,,,,,2006,Per Capita Emissions (t),,
132929.0969,,,,,2006,Area (km2),,
3.2548,,,,,2006,Emissions per km2 (kt),,
109722.2664,,,,,2007,Industry emissions (kt CO2),,
57135.5356,,,,,2007,Commercial emissions,,
18709.5574,,,,,2007,Public Sector emissions,,
121997.8826,,,,,2007,Domestic emissions,,
114466.8874,,,,,2007,Transport emissions,,
1014.9518,,,,,2007,LULUCF Net Emissions,,
423047.0812,,,,,2007,Grand Total Emissions,,
51381.0930,,,,,2007,Population ('000s) MYE,,
8.2335,,,,,2007,Per Capita Emissions (t),,
132929.0969,,,,,2007,Area (km2),,
3.1825,,,,,2007,Emissions per km2 (kt),,
103990.3860,,,,,2008,Industry emissions (kt CO2),,
57034.1837,,,,,2008,Commercial emissions,,
18631.0196,,,,,2008,Public Sector emissions,,
122106.7217,,,,,2008,Domestic emissions,,
109337.4742,,,,,2008,Transport emissions,,
705.4709,,,,,2008,LULUCF Net Emissions,,
411805.2561,,,,,2008,Grand Total Emissions,,
51815.8530,,,,,2008,Population ('000s) MYE,,
7.9475,,,,,2008,Per Capita Emissions (t),,
132929.0969,,,,,2008,Area (km2),,
3.0979,,,,,2008,Emissions per km2 (kt),,
88713.0961,,,,,2009,Industry emissions (kt CO2),,
49480.8589,,,,,2009,Commercial emissions,,
16432.4534,,,,,2009,Public Sector emissions,,
111071.1821,,,,,2009,Domestic emissions,,
105888.4183,,,,,2009,Transport emissions,,
645.2136,,,,,2009,LULUCF Net Emissions,,
372231.2224,,,,,2009,Grand Total Emissions,,
52196.3810,,,,,2009,Population ('000s) MYE,,
7.1314,,,,,2009,Per Capita Emissions (t),,
132929.0969,,,,,2009,Area (km2),,
2.8002,,,,,2009,Emissions per km2 (kt),,
89887.9549,,,,,2010,Industry emissions (kt CO2),,
52535.7249,,,,,2010,Commercial emissions,,
17746.9560,,,,,2010,Public Sector emissions,,
119065.7369,,,,,2010,Domestic emissions,,
105056.0380,,,,,2010,Transport emissions,,
441.4298,,,,,2010,LULUCF Net Emissions,,
384733.8406,,,,,2010,Grand Total Emissions,,
52642.4520,,,,,2010,Population ('000s) MYE,,
7.3084,,,,,2010,Per Capita Emissions (t),,
132929.0969,,,,,2010,Area (km2),,
2.8943,,,,,2010,Emissions per km2 (kt),,
82245.9327,,,,,2011,Industry emissions (kt CO2),,
47473.8421,,,,,2011,Commercial emissions,,
15407.8481,,,,,2011,Public Sector emissions,,
104136.3262,,,,,2011,Domestic emissions,,
103488.7157,,,,,2011,Transport emissions,,
317.7003,,,,,2011,LULUCF Net Emissions,,
353070.3652,,,,,2011,Grand Total Emissions,,
53107.1690,,,,,2011,Population ('000s) MYE,,
6.6483,,,,,2011,Per Capita Emissions (t),,
132929.0969,,,,,2011,Area (km2),,
2.6561,,,,,2011,Emissions per km2 (kt),,
86909.7497,,,,,2012,Industry emissions (kt CO2),,
52476.3174,,,,,2012,Commercial emissions,,
